AGAF, Afutara Aerodrome
SBFL, Hercilio Luz International Airport
SBFN, Fernando de Noronha Airport
SBFU, Furnas Airport
SBFZ, Pinto Martins International Airport
SBGL, Galeao - Antonio Carlos Jobim International Airport
SBGM, Guajara-Mirim Airport
SBGO, Santa Genoveva Airport
SBGP, EMBRAER - Unidade Gaviao Peixoto Airport
SBGR, Guarulhos - Governador Andre Franco Montoro International Airport
SBGU, Tancredo Thomas de Faria Airport
SBGV, Governador Valadares Airport
SBGW, Guaratingueta Airport
SBHT, Altamira Airport
SBIC, Itacoatiara Airport
SBIH, Itaituba Airport
SBIL, Bahia - Jorge Amado Airport
SBIP, Usiminas Airport
SBIT, Hidroeletrica Airport
SBIZ, Prefeito Renato Moreira Airport
SBJC, Julio Cesar Airport
SBJD, Jundiai Airport
SBJF, Francisco de Assis Airport
SBJP, Presidente Castro Pinto Airport
SBJR, Jacarepagua - Roberto Marinho Airport
SBJU, Orlando Bezerra de Menezes Airport
SBJV, Lauro Carneiro de Loyola Airport
SBKG, Presidente Joao Suassuna Airport
SBKP, Viracopos International Airport
SBLE, Chapada Diamantina Airport
SBLJ, Lages Airport
SBLN, Lins Airport
SBLO, Governador Jose Richa Airport
SBLP, Bom Jesus da Lapa Airport
SBLS, Lagoa Santa Airport
SBMA, Maraba Airport
SBMC, Minacu Airport
SBMD, Monte Dourado Airport
SBME, Macae Airport
SBMG, Regional de Maringa - Silvio Nane Junior Airport
SBMK, Mario Ribeiro Airport
SBML, Marilia Airport
SBMN, Ponta Pelada Airport
SBMO, Zumbi dos Palmares Airport
SBMQ, Alberto Alcolumbre Airport
SBMS, Dix-Sept Rosado Airport
SBMT, Campo de Marte Airport
SBMY, Manicore Airport
SBNF, Ministro Victor Konder International Airport
SBNM, Santo Angelo Airport
SBNT, Augusto Severo Airport
SBOI, Oiapoque Airport
SBPA, Salgado Filho Airport
SBPB, Prefeito Doutor Joao Silva Filho Airport
SBPC, Pocos de Caldas Airport
SBPF, Lauro Kurtz Airport
SBPJ, Brigadeiro Lysias Rodrigues Airport
SBPK, Pelotas Airport
SBPL, Senador Nilo Coelho Airport
SBPN, Porto Nacional Airport
SBPP, Ponta Pora Airport
SBPR, Carlos Prates Airport
SBPS, Porto Seguro Airport
SBPV, Governador Jorge Teixeira de Oliveira Airport
SBQV, Vitoria da Conquista Airport
SBRB, Placido de Castro Airport
SBRF, Guararapes - Gilberto Freyre International Airport
SBRJ, Santos Dumont Airport
SBRP, Leite Lopes Airport
SBRR, Barreirinhas Airport
SBSC, Santa Cruz Airport
SBSJ, Professor Urbano Ernesto Stumpf Airport
SBSL, Marechal Cunha Machado International Airport
SBSM, Santa Maria Airport
SBSN, Maestro Wilson Fonseca Airport
SBSP, Congonhas Airport
SBSR, Sao Jose do Rio Preto Airport
SBST, Base Aerea de Santos Airport
SBSV, Deputado Luiz Eduardo Magalhaes International Airport
SBTA, Base de Aviacao de Taubate Airport
SBTB, Trombetas Airport
SBTC, Hotel Transamerica Airport
SBTD, Toledo Airport
SBTE, Senador Petronio Portela Airport
SBTF, Tefe Airport
SBTK, Tarauaca Airport
SBTL, Telemaco Borba Airport
SBTR, Torres Airport
SBTS, Tirios Airport
SBTT, Tabatinga Airport
SBTU, Tucurui Airport
SBTV, Terravista Airport
SBUA, Sao Gabriel da Cachoeira Airport
SBUF, Paulo Afonso Airport
SBUG, Rubem Berta Airport
SBUL, Ten. Cel. Aviador Cesar Bombonato Airport
SBUR, Mario de Almeida Franco Airport
SBVG, Major Brigadeiro Trompowsky Airport
SBVH, Vilhena Airport
SBVT, Eurico de Aguiar Salles Airport
SBYA, Iauarete Airport
SBYS, Campo Fontenelle Airport
SBZM, Zona da Mata Regional Airport
SCAA, Anorada Airport
SCAB, El Alba Airport
SCAC, Pupelde Airport
SCAD, Santa Adriana Airport
SCAE, El Buitre Airport
SCAF, San Alfonso Airport
SCAG, Agua Santa Airport
SCAH, Tolquien Airport
SCAJ, Las Alpacas Airport
SCAK, Atacalco Airport
SCAL, Valchac Airport
SCAM, Alempue Airport
SCAN, San Rafael Airport
SCAO, Palo Alto Airport
SCAP, Alto Palena Airport
SCAQ, Arquilhue Airport
SCAR, Chacalluta Airport
SCAS, Cabo 1° Juan Roman Airport
SCAT, Desierto de Atacama Airport
SCAU, Juan Enrique Airport
SCAV, La Vertiente Airport
SCAY, Ayacara Airport
SCAZ, Azopardo Airport
SCBA, Balmaceda Airport
SCBB, Del Bio Bio Airport
SCBC, Cacique Blanco Airport
SCBD, El Boldal Airport
SCBE, Barriles Airport
SCBI, Pampa Guanaco Airport
SCBN, Cotreumo Airport
SCBO, General Bernardo O'Higgins Base Skyway
SCBQ, El Bosque Airport
SCBR, Lago Brown Airport
SCBS, Posesion Airport
SCBT, Rincon Bonito Airport
SCBU, El Baul Airstrip
SCBV, Bellavista Airport
SCCA, El Boldo Airport
SCCB, Pedro Villarroel C. Airport
SCCC, Chile Chico Airport
SCCE, El Arenal Airport
SCCF, El Loa Airport
SCCG, La Pelicana Airport
SCCH, Gral. Bernardo O´Higgins Airport
SCCI, Pdte. carlos Ibanez del Campo Airport
SCCK, Contao Airport
SCCL, Caldera Airport
SCCM, Molco Airport
SCCN, Alto Cauquenes Airport
SCCP, Callipulli Airport
SCCQ, Tambillos Airport
SCCR, Enrique Mayer Soto Airport
SCCS, Santa Rita Airport
SCCT, Quivolgo Airport
SCCU, Lolco Airport
SCCV, Curacavi Airport
SCCY, Teniente Vidal Airport
SCDA, Diego Aracena Airport
SCDD, Don Dobri Airport
SCDH, Vodudahue Airport
SCDI, Pichidangui Airport
SCDL, El Algarrobo Airport
SCDM, San Damian Airport
SCDQ, San Lorenzo Airport
SCDS, San Andres Airport
SCDW, Almirante Schroeders Airport
SCEA, El Amarillo Airport
SCEB, Entrada Baker Airport
SCEC, Pelicano Airport
SCED, Los Cedros Airport
SCEG, El Corte Airport
SCEH, El Huachi Airport
SCEK, Chepica Airport
SCEL, Comodoro Arturo Merino Benitez International Airport
SCEO, El Salto Airport
SCEP, El Principal Airport
SCER, Quintero Airport
SCES, Ricardo Garcia Posada Airport
SCET, El Tambo Airport
SCEV, El Avellano Airport
SCEX, Rio Exploradores Airport
SCEY, Entrada Mayer Airport
SCFA, Cerro Moreno Airport
SCFC, Fachinal Airport
SCFF, Freirina Airport
SCFI, Fundo Tehuen Airport
SCFJ, Fray Jorge Airport
SCFK, Fundo El Carmen Airport
SCFL, Fundo Loma Larga Airport
SCFM, Capitan Fuentes Martinez Airport Airport
SCFN, Russfin Airport
SCFO, La Reforma Airport
SCFR, Frutillar Airport
SCFS, Los Calafates Airport
SCFT, Futaleufu Airport
SCFU, Loncopan Airport
SCFX, Isla San Felix Airport
SCGA, Punta Galera Airport
SCGB, Guadaba Airport
SCGC, Union Glaciar Airport
SCGE, Maria Dolores Airport
SCGF, Golfo Azul Airport
SCGH, Cholguahue Airport
SCGI, San Guillermo Airport
SCGL, Las Aguilas Airport
SCGM, Los Gomeros Airport
SCGN, Caleta Gonzalo Airport
SCGO, Los Confines Airport
SCGP, Curaco Airport
SCGS, Siberia Airport
SCGU, Aguas Blancas Airport
SCGV, Punta Gaviota Airport
SCGY, Los Guayes Airport
SCGZ, Guardiamarina Zanartu Airport
SCHA, Chamonate Airport
SCHC, Chicureo Airport
SCHD, Chumilden Airport
SCHE, Rucamanqui Airport
SCHG, Almahue Airport
SCHH, Punta Baja Airport
SCHK, Hueicolla Airport
SCHL, Hacienda Lipangue Airport
SCHM, Punta El Saco Airport
SCHN, Chan Chan Airport
SCHO, Punta Chungo Airport
SCHP, Copihue Airport
SCHR, Cochrane Airport
SCHT, Tic Toc Airport
SCHU, Gran Canon Airport
SCHW, Hualaihue Airport
SCIA, Isla Apiao Airport
SCIB, Butachauques Airport
SCIC, General Freire Airport
SCID, Marco Davison Bascur Airport
SCIE, Carriel Sur Airport
SCIF, Chollinco Airport
SCIH, Caleta Blanco Airport
SCII, Puerto Ingeniero Ibanez Airport
SCIK, Isla Talcan Airport
SCIL, Auco Airport
SCIM, Isla Mocha Airport
SCIO, Laguna Redonda Airport
SCIP, Mataveri Airport
SCIR, Robinson Crusoe Airport
SCIS, Puerto Sur Airport
SCIT, Ivan Martinez Airport
SCIV, Panimavida Airport
SCJC, James Conrad Airport
SCJK, Juan Kemp Airport
SCJO, Canal Bajo Carlos - Hott Siebert Airport
SCJV, El Parron Airport
SCKA, Santa Marta Airport
SCKB, Llollenorte Airport
SCKC, Roberto Chavez Airport
SCKD, El Cardal Airport
SCKE, Piedra Negra Airport
SCKI, Los Lirios Airport
SCKK, La Cascada Airport
SCKL, Lipangui Airport
SCKM, Cochamo Airport
SCKN, Licancel Airport
SCKO, Agua Buena Airport
SCKP, Coposa Airport
SCKQ, Curimanque Airport
SCKT, Torreon Airport
SCLA, General Tovarias Airport
SCLB, Los Pehuenches Airport
SCLC, Municipal de Vitacura Airport
SCLD, Llanada Grande Airport
SCLE, La Escondida Airport
SCLF, Calcurrupe Airport
SCLG, La Aguada Airport
SCLI, Torca Airport
SCLJ, La Junta Airport
SCLK, Lago Colico Airport
SCLL, Vallenar Airport
SCLM, Las Mercedes Airport
SCLN, Municipal de Linares Airport
SCLO, Leones Airport
SCLP, Los Petiles Airport
SCLQ, Diego Portales Airport
SCLR, Los Alerces Airport
SCLS, Esperanza Airport
SCLU, La Laguna Airport
SCLV, La Vina Airport
SCLY, La Playa Airport
SCMA, Puerto Marin Balmaceda Airport
SCMC, Meseta Cosmelli Airport
SCME, Los Cuatro Diablos Airport
SCMF, Malloco Airport
SCMG, Santa Maria de Mingre Airport
SCMH, La Esperanza Airport
SCMI, Los Tricahues Airport
SCMK, Melinka Airport
SCML, Melipeuco Airport
SCMO, Los Monos Airport
SCMP, Melipilla Airport
SCMR, Las Aguilas Oriente Airport
SCMS, Las Moras Airport
SCMU, Panilonco Airport
SCMV, Vina San Pedro Airport
SCMY, Carolina Airport
SCMZ, Marina de Rapel Airport
SCNA, Fundo La Cana Airport
SCND, Nadis Airport
SCNE, Maria Elena Airport
SCNG, Papageno Airport
SCNH, Ainhoa Airport
SCNI, Santa Eugenia Airport
SCNK, Los Pelambres Airport
SCNM, Las Misiones Airport
SCNO, Nochaco Airport
SCNR, Fundo Naicura Airport
SCNS, Sandra Scabini Airport
SCNT, Tte. Julio Gallardo Airport
SCNY, Yendegaia Airport
SCOA, Estancia Los Loros Airport
SCOB, Tabali Bajo Airport
SCOC, Las Araucarias Airport
SCOE, San Miguel Airport
SCOH, Villa O'Higgins Airport
SCOI, Los Coipos Airport
SCOL, Refugio del Lago Airport
SCOM, Olmue Airport
SCON, Quellon Airport
SCOO, Melimoyu Airport
SCOP, Pilauco Airport
SCOS, Osorno Pampa Ale Airport
SCOT, Santa Rosa de Tabali Airport
SCOV, El Tuqui Airport
SCOY, Huayanay Airport
SCPA, Paranal Airport
SCPB, Puelo Bajo Airport
SCPC, Pucon Airport
SCPE, San Pedro de Atacama Airport
SCPF, Marcel Marchant Airport
SCPG, Municipal de Panguipulli Airport
SCPH, Puyuhuapi Airport
SCPI, Pullami Airport
SCPK, Puerto Cisnes Airport
SCPL, Calpulli Airport
SCPM, Pichilemu Airport
SCPN, Pillan Airport
SCPO, Los Paltos Airport
SCPP, Poco a Poco Airport
SCPR, Corte Alto Airport
SCPS, Perales Airport
SCPT, La Puerta Airport
SCPU, Peulla Airport
SCPV, El Mirador Airport
SCPW, Peumo Airport
SCPX, Punta Catalina Airport
SCPY, Cerro Castillo Airport
SCPZ, Patriot Hills Airport
SCQC, La Colmena Airport
SCQE, Quenac Airport
SCQI, Icalma Airport
SCQK, Lequecahue Airport
SCQL, El Boco Airport
SCQM, Las Quemas Airport
SCQO, Quitralco Airport
SCQR, Los Morros Airport
SCQT, LasTacas Airport
SCQW, Quemchi Airport
SCQX, Queilen Airport
SCQY, Villa Portales Airport
SCRA, Chanaral Airport
SCRB, Rio Bravo Airport
SCRC, Villa Tapera Airport
SCRD, Rodelillo Airport
SCRE, Estancia Rio Cisnes Airport
SCRF, Laguna San Rafael Airport
SCRG, De La Independencia Airport
SCRH, Renihue Airport
SCRI, Rio Frio Airport
SCRL, La Estrella Airport
SCRM, Teniente Rodolfo Marsh Martin Base
SCRN, Rio Negro Airport
SCRO, Santa Barbara Airport
SCRP, Rapelhuapi Airport
SCRQ, Rucananco Airport
SCRR, Purrahuin Airport
SCRS, El Rosario Airport
SCRT, El Almendro Airport
SCRU, Rio Murta Airport
SCRV, La Veronica Airport
SCRW, Rucalonco Airport
SCRZ, El Carrizal Airport
SCSA, Alberto Santos Dumont Airport
SCSB, Franco Bianco Airport
SCSD, San Fernando Airport
SCSE, La Florida Airport
SCSF, Victor Lafon Airport
SCSG, San Geronimo Airport
SCSH, El Budi Airport
SCSJ, San Javier Airport
SCSK, Colorado Airport
SCSL, El Salar Airport
SCSM, Minsal Airport
SCSN, Santo Domingo Airport
SCSO, Costa del Sol Airport
SCSP, El Sobrante Airport
SCSQ, Quilpe Airport
SCSR, Segundo Corral Alto Airport
SCSS, San Sebastian Airport
SCST, Gamboa Airport
SCSU, Santa Lucia Airport
SCSV, Vinasutil Airport
SCSZ, Puerto Sanchez Airport
SCTA, Santa Luisa Airport
SCTB, Eulogio Sanchez Airport
SCTC, Maquehue Airport
SCTE, El Tepual Airport
SCTG, Tongoy Airport
SCTH, Tres Chorrillos Airport
SCTL, Panguilemo Airport
SCTM, La Montana Airport
SCTN, Chaiten Airport
SCTO, Victoria Airport
SCTP, Rio Pascua Airport
SCTQ, Tres Quebradas Airport
SCTR, Traiguen Airport
SCTS, Santa Teresa del Almendral Airport
SCTT, Las Breas Airport
SCTU, Litueche Airport
SCTW, El Tapihue Airport
SCUI, Pumalin Airport
SCUL, El Litral Airport
SCUM, La Obra Airport
SCUN, Uni Frutti Airport
SCUP, Lontuecito Airport
SCUR, Rucamalen Airport
SCUT, Verfrut Sur Airport
SCUZ, Aerosanta Cruz Airport
SCVA, Vinamar Airport
SCVB, Hospital Villa Baviera Airport
SCVC, El Indio Airport
SCVD, Pichoy Airport
SCVE, Lago Verde Airport
SCVF, Verfrut Airport
SCVG, El Vergel Airport
SCVH, La Victoria de Chacabuco Airport
SCVI, Villarrica Airport
SCVJ, Paredes Viejas Airport
SCVK, El Alamo Airport
SCVL, Las Marias Airport
SCVM, Vina del mar Airport
SCVN, Huancara Airport
SCVO, Maria Ester Airport
SCVQ, Cuatro Pantanos Airport
SCVS, Lago Vargas Airport
SCVT, Vina Tarapaca Airport
SCVU, Agromanzun Airport
SCVV, Los Maitenes de Villa Vieja Airport
SCVY, Malla Airport
SCXA, Alupenhue Airport
SCXB, Las Brujas Airport
SCXR, Las Bandurrias Airport
SCYB, Trilahue Airport
SCYC, La Capilla Airport
SCYL, Lican Airport
SCYO, Poyo Airport
SCYR, Los Maitenes Airport
SCYU, Cuyumaique Airport
SCZB, Pozo Brujo Airport
SCZC, Casas Viejas Airport
SCZE, Estero Seco Airport
SDAA, Araras Airport
SDAD, Everaldo Moras Barreto Airport
SDAE, Sao Pedro Airport
SDAF, Fazenda Palmeiras Airport
SDAG, Angra dos Reis Airport
SDAI, Americana Airport
SDAJ, Fazenda Santa Marina Airport
SDAM, Amarais Airport
SDAN, Fazenda Santo Angelo Airport
SDAS, Fazenda Santo Antonio Airport
SDAY, Fazenda Altair Airport
SDBA, Batatais Airport
SDBB, Bebedouro Airport
SDBI, Aeroclube Airport
SDBK, Botucatu Airport
SDBN, Fazenda Bonanza Airport
SDBV, Balneario Sao Januario Airport
SDBY, Bariri Airport
SDCA, Capao Bonito Airport
SDCD, Catanduva Airport
SDCE, Fazenda Marambaia Airport
SDCG, Senadora Eunice Micheles Airport
SDCL, Fazenda Campo Alegre Airport
SDCM, Sete Povos Airport
SDCO, Sorocaba Airport
SDCR, Fazenda Caicara Airport
SDCT, Fazenda Santo Antonio do Oricanga Airport
SDCU, Brigadeiro Francisco Pinto de Moura Airport
SDCW, Fazenda Paloma Airport
SDCZ, Fazenda Bom Jardim Airport
SDDB, Maggi Agropecuaria Airport
SDDJ, Fazenda Santa Maria Airport
SDDK, Saint-Exupery Airport
SDDL, Fazenda Dois Lagos Airport
SDDN, Andradina Airport
SDDR, Dracena Airport
SDDV, Usina Catanduva Airport
SDDX, Fazenda Paiquere Airport
SDEC, Rancho Enagri Airport
SDED, Edra do Brasil Airport
SDEE, Rancho Villela Airport
SDEG, Fazenda Nova California Airport
SDEJ, Fazenda Guara do Pinhal Airport
SDEM, Estancia Machado Airport
SDEO, Fazenda Entre Rios Airport
SDEP, Presidente Epitacio Airport
SDER, Fazenda Entre Rios Airport
SDES, Estancia Colorado Airport
SDET, Tiete Airport
SDFA, Fazenda Bonanca Airport
SDFB, Fazenda Brumado Airport
SDFC, Fazenda Constancia Airport
SDFD, Fernandopolis Airport
SDFE, Fazenda Santo Antonio Airport
SDFF, Fazenda Fittipaldi Citrus Airport
SDFH, Fazenda Amalia Airport
SDFK, Fazenda Figueira Airport
SDFL, Fazenda Santa Albana Airport
SDFM, Fazenda Santa Maria Airport
SDFN, Fazenda Sao Francisco Airport
SDFT, Virgulino de Oliveira Airport
SDFU, Fazenda Ponte Funda Airport
SDFX, Casa Nova Airport
SDFY, Fazenda Ipameri Airport
SDGB, Usina Colorado Airport
SDGC, Garca Airport
SDGF, Fazenda Fartura Airport
SDGJ, Fazenda Suissa Airport
SDGK, Fazenda Gurucaia Airport
SDGP, Hotel Fazenda Capricho Airport
SDGR, Guararapes Airport
SDGT, Fazenda Alvorada Airport
SDGU, Usina Bonfim Airport
SDGY, Fazenda Anhangai Airport
SDHC, Fazenda Koga Airport
SDHE, Fazenda Herdade Airport
SDIB, Irmaos Ribeiro Airport
SDID, Itarare Airport
SDIG, Ibitinga Airport
SDIH, Fazenda Irohy Airport
SDIL, Fazenda Pedra Branca Airport
SDIM, Itanhaem Airport
SDIN, Clube do Ceu Airport
SDIO, Aeroclube de Itapolis Airport
SDIP, Fazenda Centro de Voo a Vela Ipua Airport
SDIU, Itu Airport
SDIV, Ituverava Airport
SDIZ, Fazenda Sao Paulo Airport
SDJA, Doutor Jose Augusto de Arruda Botelho Airport
SDJC, Jaboticabal Airport
SDJF, Fazenda Jequitiba Airport
SDJG, Fazenda Ponte Preta Airport
SDJL, Jales Airport
SDJN, Fazenda Sao Luiz Airport
SDJO, Sao Joaquim da Barra Airport
SDJQ, Fazenda Sao Joaquim O.B. Airport
SDJR, Fazenda Santa Ines Airport
SDJV, Sao Joao da Boa Vista Airport
SDJZ, Fazenda Barra do Agudo Airport
SDKB, Casa Branca Airport
SDKC, Fazenda Eldorado Airport
SDKE, Coribe Airport
SDKF, Juazeiro Airport
SDKG, Fazenda Gavea Airport
SDKJ, Formosa do Rio Preto Airport
SDKK, Mococa Airport
SDKN, Fazenda e Haras Bela Vista Airport
SDKO, Fazenda Campo Grande Airport
SDKP, Fazenda Jamaica Airport
SDKQ, Fazenda Sao Joao Airport
SDKR, Fazenda Triangulo Airport
SDKW, FazendaSodema Airport
SDLC, Lucelia Airport
SDLE, Rio de Contas Airport
SDLG, Salviano Inacio Rocha Airport
SDLH, Caldas do Jorro Airport
SDLI, Abare Airport
SDLJ, Igarape Bahia Airport
SDLK, Cacule Airport
SDLL, Leme Airport
SDLN, Fazenda Tosana Airport
SDLO, Fazenda Pontal Airport
SDLP, Lencois Paulista Airport
SDLQ, Fazenda Perobal Airport
SDLR, Fazenda Sonho Dourado Airport
SDLU, Fazenda Santa Luiza Airport
SDLV, Fazenda Sao Francisco Airport
SDLW, Fazenda Campo Real Airport
SDLX, Fazenda Jacareuna Airport
SDLY, Matao Airport
SDMA, Fazenda Maristela Airport
SDMC, Marica Airport
SDMD, Fazenda Santa Izabel Airport
SDME, Marchesan S.A. Airport
SDMH, Mirassol Airport
SDMJ, Mogi Mirim Airport
SDMO, Monte Alto Airport
SDMQ, Fazenda Quebracho Brasil Airport
SDMR, Marambaia Airport
SDMV, Fazenda Morro Vermelho Airport
SDMW, Fazenda Karaja Airport
SDMX, Fazenda Fontana Airport
SDMY, Fazenda Cambuhy Airport
SDNA, Fazenda Vale Verde Airport
SDND, Fazenda Nova Damasco Airport
SDNE, Fazenda Sao Joaquim Airport
SDNG, Fazenda Sao Gabriel Airport
SDNH, Novo Horizonte Airport
SDNI, Nascimento I Airport
SDNJ, Nascimento II Airport
SDNK, Fazenda Vitoria Airport
SDNL, Fazenda Sao Francisco do Itaquere Airport
SDNO, Sao Manuel Airport
SDNV, Aldeia Nacepoti Airport
SDNW, Aldeia Piaracu Airport
SDNY, Aeroclube Airport
SDNZ, Fazenda Alto do Piriqui Airport
SDOA, Lagoa da Floresta Airport
SDOB, Fazenda Sao Jose OB Airport
SDOD, Fazenda Vida Airport
SDOE, Fazenda Siberia Airport
SDOI, Centro Nacional de Para-quedismo Airport
SDOL, Agropesp Airport
SDOR, Fazenda Mosquito Airport
SDOU, Ourinhos Airport
SDOV, Mozarlandia Airport
SDOW, Ourilandia do Norte Airport
SDOX, Fazenda Pixoxo Airport
SDOZ, Aldeia Pontal Airport
SDPA, Fazenda Portobello Airport
SDPC, Atena Airport
SDPD, Pindamonhangaba Airport
SDPG, Fazenda Progresso Airport
SDPN, Penapolis Airport
SDPP, Fazenda Fortaleza Airport
SDPV, Presidente Venceslau Airport
SDPW, Piracicaba Airport
SDPY, Pirassununga Airport
SDQE, Fazenda Carambola Airport
SDQG, Fazenda Nova Floresta Airport
SDQH, Fazenda da Ilha Airport
SDQL, Fazenda Cerro Azul Airport
SDQN, Fazenda Tangara Airport
SDQQ, Companhia Agricola de Quata Airport
SDQV, Fazenda Santa Fe Airport
SDQW, Fazenda Criciuma Airport
SDQX, Fazenda Esperanca Airport
SDQZ, Fazenda Espinhaco II Airport
SDRA, Fazenda das Represas Airport
SDRC, Fazenda Santana Airport
SDRD, Adhemar Ribeiro Airport
SDRF, Fazenda Recanto Feliz Airport
SDRH, Fazenda Chaparral Airport
SDRK, Rio Claro Airport
SDRO, Agropastoril bom Pastor Airport
SDRR, Avare-Arandu Airport
SDRS, Resende Airport
SDRU, Fazenda Caramuru Airport
SDRW, Fazenda Pirapitinga Airport
SDRX, Fazenda Palmeiras Airport
SDRY, Fazenda Sao Paulo Airport
SDRZ, Fazenda Maraba Airport
SDSB, Fazenda Sao Sebastiao Airport
SDSC, Sao Carlos Airport
SDSE, Sitio Santa Helena Airport
SDSH, Fazenda Sangrila Airport
SDSJ, Fazenda Sao Joao Airport
SDSK, Saquarema Airport
SDSM, Fazenda Nossa Senhora da Conceicao Airport
SDSO, Fazenda Sao Geraldo Airport
SDSQ, Usina Santa Rita Airport
SDST, Fazenda Santa Terezinha da Barra Airport
SDSV, Fazenda Santa Candida Airport
SDTB, Atibaia Airport
SDTE, Fazenda Tapijara Airport
SDTF, Tatui Airport
SDTI, Tupi Paulista Airport
SDTK, Parati Airport
SDTN, Usina Acucareira Santo Antonio Airport
SDTO, Fazenda Cataco Airport
SDTP, Tupa Airport
SDTQ, Fazenda Santa Thereza Airport
SDTR, Fazenda Bandeirantes Airport
SDTS, Fazenda Planalto Airport
SDTT, Fazenda Barra do Traitu Airport
SDTW, Fazenda Sao Joao Airport
SDTX, Fazenda Sao Jose Airport
SDTY, Usina Sao Martinho Airport
SDTZ, Fazenda Santa Julia Airport
SDUA, Agrorural Sol Nascente Airport
SDUB, Ubatuba Airport
SDUD, Usina Santa Adelia Airport
SDUE, Fazenda Figueira Airport
SDUF, Fazenda Touro Peru Airport
SDUH, Fazenda Sumare Airport
SDUK, Fazenda Xaimite Airport
SDUL, Usina Santa Lydia Airport
SDUN, Itaperuna Airport
SDUO, Alagoinhas Airport
SDUQ, Paraguacu Paulista Airport
SDUR, Ibera Airport
SDUS, Mayrowy Airport
SDUU, Usina California Airport
SDUZ, Usina Sao Luiz Airport
SDVA, Fazenda Campo Vitoria Airport
SDVE, Vera Cruz Airport
SDVG, Votuporanga Airport
SDVH, Fazenda Vale Eldorado Airport
SDVI, Comandante Gastao Airport
SDVJ, Fazenda Santa Marta Airport
SDVL, Valenca Airport
SDVN, Fazenda Santissima Trindade Airport
SDVQ, Fazenda Baia das Conchas Airport
SDVS, Fazenda Vassoural Airport
SDVU, Aldeia Kremoro Airport
